campaign,dataset,model,cap,seed,K,gated,gate_ep,ever_sat,first_sat,ends_sat,exc_final,n_sat,raw_count,soft_final,soft_at_gate,exc_at_gate,sat_before_gate,sat_after_gate,undershoots_cap
lrc1e-4,dermmnist,MobileNetV3,L30_G30,1,67,1,13.0,1,23.0,1,0.0,5,16,21.013123000000036,146.05039800000017,154.0,0.0,1.0,1
lrc1e-4,dermmnist,MobileNetV3,L30_G30,2,67,1,18.0,1,24.0,1,0.0,5,28,30.407193000000213,145.7359270000001,154.0,0.0,1.0,1
lrc1e-4,dermmnist,MobileNetV3,L30_G30,3,67,1,10.0,1,17.0,1,0.0,5,18,23.354630000000007,155.242165,176.0,0.0,1.0,1
lrc1e-4,dermmnist,MobileNetV3,L30_G30,4,67,1,14.0,1,22.0,1,0.0,5,25,30.847852999999915,212.4338240000003,282.0,0.0,1.0,1
lrc1e-4,octmnist,MobileNetV3,L30_G30,1,75,1,28.0,0,,0,207.0,0,78,180.04400000000027,180.04400000000027,207.0,0.0,0.0,0
lrc1e-4,octmnist,MobileNetV3,L30_G30,2,75,1,28.0,0,,0,123.0,0,83,141.7459999999999,141.7459999999999,123.0,0.0,0.0,0
lrc1e-4,octmnist,MobileNetV3,L30_G30,3,75,0,,0,,0,209.0,0,92,182.6490000000001,,,,,0
lrc1e-4,octmnist,MobileNetV3,L30_G30,4,75,1,27.0,0,,0,139.0,0,92,144.2060000000001,180.85300000000004,211.0,0.0,0.0,0
lrc1e-4,tissuemnist,MobileNetV3,L30_G30,1,51,0,,1,0.0,0,226.0,1,35,163.4591999999999,,,,,1
lrc1e-4,tissuemnist,MobileNetV3,L30_G30,2,51,0,,0,,0,184.0,0,80,146.47920000000033,,,,,0
lrc1e-4,tissuemnist,MobileNetV3,L30_G30,3,51,0,,0,,0,168.0,0,53,132.23039999999997,,,,,0
lrc1e-4,tissuemnist,MobileNetV3,L30_G30,4,51,0,,1,0.0,0,122.0,2,47,112.87920000000011,,,,,1
lrc1e-4,dermmnist,MobileNetV3,L50_G50,1,112,1,11.0,1,26.0,1,0.0,3,54,65.46430099999998,177.5461719999999,129.0,0.0,1.0,1
lrc1e-4,dermmnist,MobileNetV3,L50_G50,2,112,1,22.0,1,25.0,1,0.0,4,71,78.16532400000011,134.56780099999997,45.0,0.0,1.0,1
lrc1e-4,dermmnist,MobileNetV3,L50_G50,3,112,1,14.0,1,20.0,1,0.0,5,38,46.920526999999964,169.3539020000001,117.0,0.0,1.0,1
lrc1e-4,dermmnist,MobileNetV3,L50_G50,4,112,1,13.0,1,7.0,1,0.0,6,52,59.635570999999935,161.3979860000001,93.0,1.0,1.0,1
lrc1e-4,octmnist,MobileNetV3,L50_G50,1,125,1,28.0,1,1.0,0,144.0,3,96,196.95500000000004,196.95500000000004,144.0,1.0,0.0,1
lrc1e-4,octmnist,MobileNetV3,L50_G50,2,125,0,,1,1.0,0,60.0,2,113,153.485,,,,,1
lrc1e-4,octmnist,MobileNetV3,L50_G50,3,125,1,25.0,1,10.0,1,0.0,4,86,104.47499999999991,122.85499999999993,5.0,1.0,1.0,1
lrc1e-4,octmnist,MobileNetV3,L50_G50,4,125,1,22.0,1,7.0,1,0.0,4,64,83.09000000000009,207.76,164.0,1.0,1.0,1
lrc1e-4,tissuemnist,MobileNetV3,L50_G50,1,86,0,,1,0.0,0,226.0,1,35,194.08880000000022,,,,,1
lrc1e-4,tissuemnist,MobileNetV3,L50_G50,2,86,0,,0,,0,72.0,0,81,125.52559999999986,,,,,1
lrc1e-4,tissuemnist,MobileNetV3,L50_G50,3,86,0,,1,0.0,0,108.0,6,54,138.0031999999999,,,,,1
lrc1e-4,tissuemnist,MobileNetV3,L50_G50,4,86,0,,1,0.0,0,146.0,4,85,163.56319999999997,,,,,1
lrc1e-4,dermmnist,RegNetY400MF,L30_G30,1,67,1,21.0,1,26.0,1,0.0,3,16,27.21641400000008,181.93814900000018,224.0,0.0,1.0,1
lrc1e-4,dermmnist,RegNetY400MF,L30_G30,2,67,1,15.0,1,20.0,1,0.0,5,5,11.052204000000096,122.60327999999998,112.0,0.0,1.0,1
lrc1e-4,dermmnist,RegNetY400MF,L30_G30,3,67,1,13.0,1,16.0,1,0.0,5,8,17.14332700000005,116.50414499999988,84.0,0.0,1.0,1
lrc1e-4,dermmnist,RegNetY400MF,L30_G30,4,67,1,15.0,1,21.0,1,0.0,5,9,12.564468999999754,197.8720139999999,254.0,0.0,1.0,1
lrc1e-4,octmnist,RegNetY400MF,L30_G30,1,75,0,,0,,0,163.0,0,107,165.587,,,,,0
lrc1e-4,octmnist,RegNetY400MF,L30_G30,2,75,1,28.0,0,,0,237.0,0,108,190.659,190.659,237.0,0.0,0.0,0
lrc1e-4,octmnist,RegNetY400MF,L30_G30,3,75,1,28.0,0,,0,63.0,0,69,112.86400000000003,112.86400000000003,63.0,0.0,0.0,1
lrc1e-4,octmnist,RegNetY400MF,L30_G30,4,75,0,,0,,0,73.0,0,94,112.18899999999992,,,,,0
lrc1e-4,tissuemnist,RegNetY400MF,L30_G30,1,51,0,,0,,0,140.0,0,103,126.13440000000017,,,,,0
lrc1e-4,tissuemnist,RegNetY400MF,L30_G30,2,51,0,,0,,0,226.0,0,101,169.47359999999946,,,,,0
