campaign,dataset,cap,model,seed,method,sweep,arm,warmup,cepochs,lr,lr_c,ce_skip,cls,n_pool,n_true,K,K_local_sum,n_groups,count_raw,count_adj,count_eq,deficit,AP,ccF1adj,ccF1eq,macroAdj,macroEq,path
extra_robustness,dermmnist,L50_G20,RegNetY400MF,1,danits_lp,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,152,45,45,0,0.7057514318572579,0.30597014925373134,0.30597014925373134,0.6925151825747886,0.6925151825747886,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/danits_lp/seed_1
extra_robustness,dermmnist,L50_G20,RegNetY400MF,2,danits_lp,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,180,45,45,0,0.6941009292122404,0.3283582089552239,0.3283582089552239,0.6824125086491152,0.6825923760615572,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/danits_lp/seed_2
extra_robustness,dermmnist,L50_G20,RegNetY400MF,3,danits_lp,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,174,45,45,0,0.6915014341813639,0.30597014925373134,0.30597014925373134,0.6817138058388943,0.6817138058388943,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/danits_lp/seed_3
extra_robustness,dermmnist,L50_G20,RegNetY400MF,4,danits_lp,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,197,45,45,0,0.7015485772911337,0.3208955223880597,0.3208955223880597,0.6810748338728768,0.6810748338728768,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/danits_lp/seed_4
extra_robustness,dermmnist,L50_G20,RegNetY400MF,1,fioretto_ldf,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,35,35,45,10,0.5887577762674434,0.26356589147286824,0.31343283582089554,0.6794276894602057,0.687373699227259,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/fioretto_ldf/seed_1
extra_robustness,dermmnist,L50_G20,RegNetY400MF,2,fioretto_ldf,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,33,33,45,12,0.6186868807699264,0.25,0.3208955223880597,0.6810404553327762,0.6949774061763849,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/fioretto_ldf/seed_2
extra_robustness,dermmnist,L50_G20,RegNetY400MF,3,fioretto_ldf,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,45,45,45,0,0.6151124239657223,0.31343283582089554,0.31343283582089554,0.6713501410714263,0.6713501410714263,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/fioretto_ldf/seed_3
extra_robustness,dermmnist,L50_G20,RegNetY400MF,4,fioretto_ldf,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,41,41,45,4,0.6195373045924574,0.29545454545454547,0.3208955223880597,0.6697937678961126,0.6740521952968874,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/fioretto_ldf/seed_4
extra_robustness,dermmnist,L50_G20,RegNetY400MF,1,heuristic,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,152,45,45,0,0.7057514318572579,0.30597014925373134,0.30597014925373134,0.6925151825747886,0.6925151825747886,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/heuristic/seed_1
extra_robustness,dermmnist,L50_G20,RegNetY400MF,2,heuristic,,,50,300,0.0001,5e-06,,4,2003,223,45,111,3,180,45,45,0,0.6941009292122404,0.3283582089552239,0.3283582089552239,0.6825923760615572,0.6825923760615572,extra_experiments/pending_runs/extra_robustness/A_derm_asym_xbackbone/dermmnist/RegNetY400MF/L50_G20/heuristic/seed_2
