label,class_name,filename,synth_group
0,c0,train_000000.jpg,0
0,c0,train_000001.jpg,1
0,c0,train_000002.jpg,2
4,c4,train_000003.jpg,0
3,c3,train_000004.jpg,1
0,c0,train_000005.jpg,2
4,c4,train_000006.jpg,0
0,c0,train_000007.jpg,1
3,c3,train_000008.jpg,2
2,c2,train_000009.jpg,0
4,c4,train_000010.jpg,1
1,c1,train_000011.jpg,2
0,c0,train_000012.jpg,0
2,c2,train_000013.jpg,1
0,c0,train_000014.jpg,2
4,c4,train_000015.jpg,0
0,c0,train_000016.jpg,1
1,c1,train_000017.jpg,2
0,c0,train_000018.jpg,0
0,c0,train_000019.jpg,1
3,c3,train_000020.jpg,2
2,c2,train_000021.jpg,0
3,c3,train_000022.jpg,1
0,c0,train_000023.jpg,2
1,c1,train_000024.jpg,0
0,c0,train_000025.jpg,1
3,c3,train_000026.jpg,2
2,c2,train_000027.jpg,0
0,c0,train_000028.jpg,1
3,c3,train_000029.jpg,2
1,c1,train_000030.jpg,0
0,c0,train_000031.jpg,1
2,c2,train_000032.jpg,2
3,c3,train_000033.jpg,0
1,c1,train_000034.jpg,1
0,c0,train_000035.jpg,2
2,c2,train_000036.jpg,0
3,c3,train_000037.jpg,1
4,c4,train_000038.jpg,2
0,c0,train_000039.jpg,0
1,c1,train_000040.jpg,1
0,c0,train_000041.jpg,2
2,c2,train_000042.jpg,0
0,c0,train_000043.jpg,1
0,c0,train_000044.jpg,2
2,c2,train_000045.jpg,0
3,c3,train_000046.jpg,1
2,c2,train_000047.jpg,2
3,c3,train_000048.jpg,0
0,c0,train_000049.jpg,1
0,c0,train_000050.jpg,2
1,c1,train_000051.jpg,0
2,c2,train_000052.jpg,1
4,c4,train_000053.jpg,2
1,c1,train_000054.jpg,0
2,c2,train_000055.jpg,1
0,c0,train_000056.jpg,2
4,c4,train_000057.jpg,0
2,c2,train_000058.jpg,1
0,c0,train_000059.jpg,2
2,c2,train_000060.jpg,0
0,c0,train_000061.jpg,1
