label,class_name,filename,synth_group
19,c19,train_000000.jpg,0
47,c47,train_000001.jpg,1
57,c57,train_000002.jpg,2
10,c10,train_000003.jpg,0
1,c1,train_000004.jpg,1
86,c86,train_000005.jpg,2
90,c90,train_000006.jpg,0
28,c28,train_000007.jpg,1
94,c94,train_000008.jpg,2
31,c31,train_000009.jpg,0
39,c39,train_000010.jpg,1
42,c42,train_000011.jpg,2
82,c82,train_000012.jpg,0
21,c21,train_000013.jpg,1
71,c71,train_000014.jpg,2
2,c2,train_000015.jpg,0
8,c8,train_000016.jpg,1
90,c90,train_000017.jpg,2
58,c58,train_000018.jpg,0
68,c68,train_000019.jpg,1
75,c75,train_000020.jpg,2
30,c30,train_000021.jpg,0
70,c70,train_000022.jpg,1
87,c87,train_000023.jpg,2
59,c59,train_000024.jpg,0
19,c19,train_000025.jpg,1
64,c64,train_000026.jpg,2
52,c52,train_000027.jpg,0
42,c42,train_000028.jpg,1
64,c64,train_000029.jpg,2
8,c8,train_000030.jpg,0
41,c41,train_000031.jpg,1
26,c26,train_000032.jpg,2
65,c65,train_000033.jpg,0
78,c78,train_000034.jpg,1
50,c50,train_000035.jpg,2
53,c53,train_000036.jpg,0
11,c11,train_000037.jpg,1
24,c24,train_000038.jpg,2
50,c50,train_000039.jpg,0
75,c75,train_000040.jpg,1
67,c67,train_000041.jpg,2
44,c44,train_000042.jpg,0
76,c76,train_000043.jpg,1
98,c98,train_000044.jpg,2
76,c76,train_000045.jpg,0
4,c4,train_000046.jpg,1
90,c90,train_000047.jpg,2
16,c16,train_000048.jpg,0
78,c78,train_000049.jpg,1
73,c73,train_000050.jpg,2
92,c92,train_000051.jpg,0
87,c87,train_000052.jpg,1
14,c14,train_000053.jpg,2
77,c77,train_000054.jpg,0
87,c87,train_000055.jpg,1
63,c63,train_000056.jpg,2
20,c20,train_000057.jpg,0
57,c57,train_000058.jpg,1
19,c19,train_000059.jpg,2
38,c38,train_000060.jpg,0
98,c98,train_000061.jpg,1
55,c55,train_000062.jpg,2
27,c27,train_000063.jpg,0
77,c77,train_000064.jpg,1
35,c35,train_000065.jpg,2
26,c26,train_000066.jpg,0
33,c33,train_000067.jpg,1
69,c69,train_000068.jpg,2
89,c89,train_000069.jpg,0
92,c92,train_000070.jpg,1
50,c50,train_000071.jpg,2
50,c50,train_000072.jpg,0
89,c89,train_000073.jpg,1
70,c70,train_000074.jpg,2
98,c98,train_000075.jpg,0
89,c89,train_000076.jpg,1
46,c46,train_000077.jpg,2
33,c33,train_000078.jpg,0
41,c41,train_000079.jpg,1
39,c39,train_000080.jpg,2
51,c51,train_000081.jpg,0
35,c35,train_000082.jpg,1
38,c38,train_000083.jpg,2
43,c43,train_000084.jpg,0
42,c42,train_000085.jpg,1
66,c66,train_000086.jpg,2
77,c77,train_000087.jpg,0
1,c1,train_000088.jpg,1
18,c18,train_000089.jpg,2
46,c46,train_000090.jpg,0
15,c15,train_000091.jpg,1
68,c68,train_000092.jpg,2
69,c69,train_000093.jpg,0
95,c95,train_000094.jpg,1
83,c83,train_000095.jpg,2
55,c55,train_000096.jpg,0
99,c99,train_000097.jpg,1
73,c73,train_000098.jpg,2
93,c93,train_000099.jpg,0
26,c26,train_000100.jpg,1
72,c72,train_000101.jpg,2
4,c4,train_000102.jpg,0
97,c97,train_000103.jpg,1
21,c21,train_000104.jpg,2
58,c58,train_000105.jpg,0
46,c46,train_000106.jpg,1
69,c69,train_000107.jpg,2
26,c26,train_000108.jpg,0
84,c84,train_000109.jpg,1
59,c59,train_000110.jpg,2
42,c42,train_000111.jpg,0
94,c94,train_000112.jpg,1
61,c61,train_000113.jpg,2
11,c11,train_000114.jpg,0
68,c68,train_000115.jpg,1
68,c68,train_000116.jpg,2
90,c90,train_000117.jpg,0
20,c20,train_000118.jpg,1
60,c60,train_000119.jpg,2
65,c65,train_000120.jpg,0
28,c28,train_000121.jpg,1
46,c46,train_000122.jpg,2
82,c82,train_000123.jpg,0
4,c4,train_000124.jpg,1
81,c81,train_000125.jpg,2
70,c70,train_000126.jpg,0
44,c44,train_000127.jpg,1
89,c89,train_000128.jpg,2
53,c53,train_000129.jpg,0
66,c66,train_000130.jpg,1
3,c3,train_000131.jpg,2
87,c87,train_000132.jpg,0
76,c76,train_000133.jpg,1
44,c44,train_000134.jpg,2
90,c90,train_000135.jpg,0
66,c66,train_000136.jpg,1
19,c19,train_000137.jpg,2
76,c76,train_000138.jpg,0
