label,class_name,filename,location
4,c4,parking_lot_or_garage_306_0_rgb.jpg,AUS
4,c4,parking_lot_or_garage_119_4_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_9_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_2_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_6_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_3_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_5_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_0_rgb.jpg,RUS
4,c4,parking_lot_or_garage_119_1_rgb.jpg,RUS
4,c4,parking_lot_or_garage_233_0_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_1_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_7_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_8_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_9_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_6_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_3_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_2_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_0_rgb.jpg,USA
4,c4,parking_lot_or_garage_210_5_rgb.jpg,USA
4,c4,parking_lot_or_garage_202_7_rgb.jpg,FRA
4,c4,parking_lot_or_garage_202_1_rgb.jpg,FRA
4,c4,parking_lot_or_garage_202_2_rgb.jpg,FRA
4,c4,parking_lot_or_garage_202_0_rgb.jpg,FRA
4,c4,parking_lot_or_garage_202_4_rgb.jpg,FRA
4,c4,parking_lot_or_garage_202_3_rgb.jpg,FRA
4,c4,parking_lot_or_garage_337_0_rgb.jpg,IRN
4,c4,parking_lot_or_garage_337_1_rgb.jpg,IRN
4,c4,parking_lot_or_garage_289_1_rgb.jpg,KOR
4,c4,parking_lot_or_garage_289_2_rgb.jpg,KOR
4,c4,parking_lot_or_garage_62_0_rgb.jpg,DEU
4,c4,parking_lot_or_garage_62_6_rgb.jpg,DEU
4,c4,parking_lot_or_garage_62_2_rgb.jpg,DEU
4,c4,parking_lot_or_garage_62_5_rgb.jpg,DEU
4,c4,parking_lot_or_garage_62_3_rgb.jpg,DEU
4,c4,parking_lot_or_garage_62_4_rgb.jpg,DEU
4,c4,parking_lot_or_garage_62_7_rgb.jpg,DEU
4,c4,parking_lot_or_garage_102_4_rgb.jpg,RUS
4,c4,parking_lot_or_garage_126_4_rgb.jpg,USA
4,c4,parking_lot_or_garage_126_5_rgb.jpg,USA
4,c4,parking_lot_or_garage_102_5_rgb.jpg,RUS
4,c4,parking_lot_or_garage_102_3_rgb.jpg,RUS
4,c4,parking_lot_or_garage_126_8_rgb.jpg,USA
4,c4,parking_lot_or_garage_126_3_rgb.jpg,USA
4,c4,parking_lot_or_garage_102_8_rgb.jpg,RUS
4,c4,parking_lot_or_garage_102_0_rgb.jpg,RUS
4,c4,parking_lot_or_garage_126_9_rgb.jpg,USA
4,c4,parking_lot_or_garage_102_9_rgb.jpg,RUS
4,c4,parking_lot_or_garage_102_2_rgb.jpg,RUS
4,c4,parking_lot_or_garage_126_2_rgb.jpg,USA
4,c4,parking_lot_or_garage_126_1_rgb.jpg,USA
4,c4,parking_lot_or_garage_126_7_rgb.jpg,USA
4,c4,parking_lot_or_garage_282_0_rgb.jpg,FRA
4,c4,parking_lot_or_garage_126_0_rgb.jpg,USA
4,c4,parking_lot_or_garage_102_7_rgb.jpg,RUS
4,c4,parking_lot_or_garage_126_6_rgb.jpg,USA
4,c4,parking_lot_or_garage_121_7_rgb.jpg,USA
4,c4,parking_lot_or_garage_102_6_rgb.jpg,RUS
4,c4,parking_lot_or_garage_121_6_rgb.jpg,USA
4,c4,parking_lot_or_garage_121_1_rgb.jpg,USA
4,c4,parking_lot_or_garage_121_8_rgb.jpg,USA
4,c4,parking_lot_or_garage_121_5_rgb.jpg,USA
4,c4,parking_lot_or_garage_121_0_rgb.jpg,USA
6,c6,single-unit_residential_413_0_rgb.jpg,DEU
6,c6,single-unit_residential_382_4_rgb.jpg,KAZ
6,c6,single-unit_residential_112_1_rgb.jpg,DZA
6,c6,single-unit_residential_382_6_rgb.jpg,KAZ
6,c6,single-unit_residential_112_2_rgb.jpg,DZA
6,c6,single-unit_residential_382_3_rgb.jpg,KAZ
6,c6,single-unit_residential_112_0_rgb.jpg,DZA
6,c6,single-unit_residential_382_5_rgb.jpg,KAZ
6,c6,single-unit_residential_382_2_rgb.jpg,KAZ
6,c6,single-unit_residential_210_0_rgb.jpg,IDN
6,c6,single-unit_residential_219_1_rgb.jpg,YEM
6,c6,single-unit_residential_219_2_rgb.jpg,YEM
6,c6,single-unit_residential_296_0_rgb.jpg,SRB
6,c6,single-unit_residential_235_0_rgb.jpg,IDN
6,c6,single-unit_residential_149_3_rgb.jpg,DZA
6,c6,single-unit_residential_149_0_rgb.jpg,DZA
6,c6,single-unit_residential_149_2_rgb.jpg,DZA
6,c6,single-unit_residential_149_1_rgb.jpg,DZA
6,c6,single-unit_residential_323_4_rgb.jpg,GBR
6,c6,single-unit_residential_323_5_rgb.jpg,GBR
6,c6,single-unit_residential_97_3_rgb.jpg,IDN
6,c6,single-unit_residential_97_0_rgb.jpg,IDN
6,c6,single-unit_residential_75_0_rgb.jpg,DZA
6,c6,single-unit_residential_75_1_rgb.jpg,DZA
6,c6,single-unit_residential_97_6_rgb.jpg,IDN
6,c6,single-unit_residential_97_1_rgb.jpg,IDN
6,c6,single-unit_residential_97_5_rgb.jpg,IDN
6,c6,single-unit_residential_199_0_rgb.jpg,IDN
6,c6,single-unit_residential_69_4_rgb.jpg,LTU
6,c6,single-unit_residential_69_2_rgb.jpg,LTU
6,c6,single-unit_residential_114_3_rgb.jpg,DZA
6,c6,single-unit_residential_114_0_rgb.jpg,DZA
6,c6,single-unit_residential_69_0_rgb.jpg,LTU
6,c6,single-unit_residential_114_1_rgb.jpg,DZA
6,c6,single-unit_residential_69_3_rgb.jpg,LTU
6,c6,single-unit_residential_114_2_rgb.jpg,DZA
6,c6,single-unit_residential_69_1_rgb.jpg,LTU
6,c6,single-unit_residential_264_2_rgb.jpg,RUS
6,c6,single-unit_residential_264_4_rgb.jpg,RUS
6,c6,single-unit_residential_264_5_rgb.jpg,RUS
6,c6,single-unit_residential_264_1_rgb.jpg,RUS
6,c6,single-unit_residential_264_6_rgb.jpg,RUS
6,c6,single-unit_residential_264_3_rgb.jpg,RUS
6,c6,single-unit_residential_264_7_rgb.jpg,RUS
6,c6,single-unit_residential_221_1_rgb.jpg,LTU
6,c6,single-unit_residential_221_0_rgb.jpg,LTU
6,c6,single-unit_residential_113_2_rgb.jpg,NGA
6,c6,single-unit_residential_113_0_rgb.jpg,NGA
6,c6,single-unit_residential_237_0_rgb.jpg,NGA
6,c6,single-unit_residential_113_1_rgb.jpg,NGA
6,c6,single-unit_residential_205_0_rgb.jpg,IDN
6,c6,single-unit_residential_205_1_rgb.jpg,IDN
6,c6,single-unit_residential_317_1_rgb.jpg,UKR
6,c6,single-unit_residential_317_0_rgb.jpg,UKR
6,c6,single-unit_residential_317_3_rgb.jpg,UKR
6,c6,single-unit_residential_317_4_rgb.jpg,UKR
6,c6,single-unit_residential_59_1_rgb.jpg,DZA
6,c6,single-unit_residential_59_2_rgb.jpg,DZA
6,c6,single-unit_residential_59_0_rgb.jpg,DZA
6,c6,single-unit_residential_77_9_rgb.jpg,LBY
6,c6,single-unit_residential_77_8_rgb.jpg,LBY
6,c6,single-unit_residential_77_3_rgb.jpg,LBY
6,c6,single-unit_residential_77_1_rgb.jpg,LBY
6,c6,single-unit_residential_77_6_rgb.jpg,LBY
6,c6,single-unit_residential_77_4_rgb.jpg,LBY
6,c6,single-unit_residential_77_2_rgb.jpg,LBY
6,c6,single-unit_residential_77_5_rgb.jpg,LBY
6,c6,single-unit_residential_268_5_rgb.jpg,USA
6,c6,single-unit_residential_268_1_rgb.jpg,USA
6,c6,single-unit_residential_268_7_rgb.jpg,USA
6,c6,single-unit_residential_268_2_rgb.jpg,USA
6,c6,single-unit_residential_268_6_rgb.jpg,USA
6,c6,single-unit_residential_236_1_rgb.jpg,DZA
6,c6,single-unit_residential_336_0_rgb.jpg,MDA
6,c6,single-unit_residential_230_0_rgb.jpg,IDN
6,c6,single-unit_residential_375_3_rgb.jpg,KAZ
6,c6,single-unit_residential_375_4_rgb.jpg,KAZ
6,c6,single-unit_residential_375_5_rgb.jpg,KAZ
6,c6,single-unit_residential_375_6_rgb.jpg,KAZ
6,c6,single-unit_residential_206_0_rgb.jpg,LVA
6,c6,single-unit_residential_206_1_rgb.jpg,LVA
6,c6,single-unit_residential_127_0_rgb.jpg,DZA
6,c6,single-unit_residential_330_1_rgb.jpg,USA
6,c6,single-unit_residential_330_7_rgb.jpg,USA
6,c6,single-unit_residential_330_2_rgb.jpg,USA
6,c6,single-unit_residential_330_0_rgb.jpg,USA
6,c6,single-unit_residential_223_1_rgb.jpg,LVA
6,c6,single-unit_residential_374_2_rgb.jpg,MDA
6,c6,single-unit_residential_374_1_rgb.jpg,MDA
6,c6,single-unit_residential_374_3_rgb.jpg,MDA
6,c6,single-unit_residential_374_0_rgb.jpg,MDA
6,c6,single-unit_residential_187_0_rgb.jpg,IDN
6,c6,single-unit_residential_187_1_rgb.jpg,IDN
6,c6,single-unit_residential_126_1_rgb.jpg,DZA
6,c6,single-unit_residential_126_0_rgb.jpg,DZA
6,c6,single-unit_residential_126_3_rgb.jpg,DZA
6,c6,single-unit_residential_126_2_rgb.jpg,DZA
6,c6,single-unit_residential_142_9_rgb.jpg,LBY
6,c6,single-unit_residential_142_7_rgb.jpg,LBY
6,c6,single-unit_residential_142_1_rgb.jpg,LBY
6,c6,single-unit_residential_142_3_rgb.jpg,LBY
6,c6,single-unit_residential_142_6_rgb.jpg,LBY
6,c6,single-unit_residential_142_5_rgb.jpg,LBY
6,c6,single-unit_residential_142_8_rgb.jpg,LBY
6,c6,single-unit_residential_142_2_rgb.jpg,LBY
6,c6,single-unit_residential_142_4_rgb.jpg,LBY
6,c6,single-unit_residential_238_0_rgb.jpg,KEN
6,c6,single-unit_residential_198_2_rgb.jpg,IDN
6,c6,single-unit_residential_198_1_rgb.jpg,IDN
6,c6,single-unit_residential_198_3_rgb.jpg,IDN
6,c6,single-unit_residential_90_4_rgb.jpg,DZA
6,c6,single-unit_residential_90_2_rgb.jpg,DZA
6,c6,single-unit_residential_90_5_rgb.jpg,DZA
6,c6,single-unit_residential_90_0_rgb.jpg,DZA
6,c6,single-unit_residential_90_1_rgb.jpg,DZA
6,c6,single-unit_residential_16_1_rgb.jpg,IDN
6,c6,single-unit_residential_342_0_rgb.jpg,USA
6,c6,single-unit_residential_16_3_rgb.jpg,IDN
6,c6,single-unit_residential_16_0_rgb.jpg,IDN
6,c6,single-unit_residential_16_2_rgb.jpg,IDN
6,c6,single-unit_residential_16_4_rgb.jpg,IDN
6,c6,single-unit_residential_38_1_rgb.jpg,KEN
6,c6,single-unit_residential_38_2_rgb.jpg,KEN
6,c6,single-unit_residential_38_0_rgb.jpg,KEN
6,c6,single-unit_residential_38_3_rgb.jpg,KEN
6,c6,single-unit_residential_103_5_rgb.jpg,DZA
6,c6,single-unit_residential_103_3_rgb.jpg,DZA
6,c6,single-unit_residential_103_0_rgb.jpg,DZA
6,c6,single-unit_residential_103_1_rgb.jpg,DZA
6,c6,single-unit_residential_103_4_rgb.jpg,DZA
6,c6,single-unit_residential_103_2_rgb.jpg,DZA
6,c6,single-unit_residential_305_1_rgb.jpg,UKR
6,c6,single-unit_residential_305_2_rgb.jpg,UKR
6,c6,single-unit_residential_289_0_rgb.jpg,SRB
