label,class_name,filename,synth_group
7,c7,train_000000.jpg,0
3,c3,train_000001.jpg,1
6,c6,train_000002.jpg,2
6,c6,train_000003.jpg,0
7,c7,train_000004.jpg,1
6,c6,train_000005.jpg,2
2,c2,train_000006.jpg,0
2,c2,train_000007.jpg,1
7,c7,train_000008.jpg,2
2,c2,train_000009.jpg,0
1,c1,train_000010.jpg,1
1,c1,train_000011.jpg,2
6,c6,train_000012.jpg,0
7,c7,train_000013.jpg,1
6,c6,train_000014.jpg,2
3,c3,train_000015.jpg,0
7,c7,train_000016.jpg,1
2,c2,train_000017.jpg,2
6,c6,train_000018.jpg,0
1,c1,train_000019.jpg,1
6,c6,train_000020.jpg,2
1,c1,train_000021.jpg,0
5,c5,train_000022.jpg,1
5,c5,train_000023.jpg,2
7,c7,train_000024.jpg,0
7,c7,train_000025.jpg,1
0,c0,train_000026.jpg,2
6,c6,train_000027.jpg,0
4,c4,train_000028.jpg,1
5,c5,train_000029.jpg,2
3,c3,train_000030.jpg,0
2,c2,train_000031.jpg,1
1,c1,train_000032.jpg,2
1,c1,train_000033.jpg,0
6,c6,train_000034.jpg,1
6,c6,train_000035.jpg,2
1,c1,train_000036.jpg,0
4,c4,train_000037.jpg,1
0,c0,train_000038.jpg,2
4,c4,train_000039.jpg,0
6,c6,train_000040.jpg,1
3,c3,train_000041.jpg,2
0,c0,train_000042.jpg,0
1,c1,train_000043.jpg,1
1,c1,train_000044.jpg,2
5,c5,train_000045.jpg,0
3,c3,train_000046.jpg,1
0,c0,train_000047.jpg,2
3,c3,train_000048.jpg,0
5,c5,train_000049.jpg,1
1,c1,train_000050.jpg,2
7,c7,train_000051.jpg,0
4,c4,train_000052.jpg,1
4,c4,train_000053.jpg,2
1,c1,train_000054.jpg,0
7,c7,train_000055.jpg,1
6,c6,train_000056.jpg,2
6,c6,train_000057.jpg,0
2,c2,train_000058.jpg,1
1,c1,train_000059.jpg,2
6,c6,train_000060.jpg,0
4,c4,train_000061.jpg,1
4,c4,train_000062.jpg,2
3,c3,train_000063.jpg,0
5,c5,train_000064.jpg,1
1,c1,train_000065.jpg,2
3,c3,train_000066.jpg,0
1,c1,train_000067.jpg,1
1,c1,train_000068.jpg,2
7,c7,train_000069.jpg,0
1,c1,train_000070.jpg,1
7,c7,train_000071.jpg,2
3,c3,train_000072.jpg,0
3,c3,train_000073.jpg,1
1,c1,train_000074.jpg,2
1,c1,train_000075.jpg,0
5,c5,train_000076.jpg,1
3,c3,train_000077.jpg,2
6,c6,train_000078.jpg,0
0,c0,train_000079.jpg,1
6,c6,train_000080.jpg,2
0,c0,train_000081.jpg,0
3,c3,train_000082.jpg,1
7,c7,train_000083.jpg,2
3,c3,train_000084.jpg,0
3,c3,train_000085.jpg,1
0,c0,train_000086.jpg,2
1,c1,train_000087.jpg,0
3,c3,train_000088.jpg,1
4,c4,train_000089.jpg,2
7,c7,train_000090.jpg,0
1,c1,train_000091.jpg,1
0,c0,train_000092.jpg,2
6,c6,train_000093.jpg,0
6,c6,train_000094.jpg,1
7,c7,train_000095.jpg,2
2,c2,train_000096.jpg,0
6,c6,train_000097.jpg,1
3,c3,train_000098.jpg,2
5,c5,train_000099.jpg,0
3,c3,train_000100.jpg,1
6,c6,train_000101.jpg,2
6,c6,train_000102.jpg,0
6,c6,train_000103.jpg,1
5,c5,train_000104.jpg,2
7,c7,train_000105.jpg,0
7,c7,train_000106.jpg,1
3,c3,train_000107.jpg,2
6,c6,train_000108.jpg,0
4,c4,train_000109.jpg,1
5,c5,train_000110.jpg,2
3,c3,train_000111.jpg,0
0,c0,train_000112.jpg,1
7,c7,train_000113.jpg,2
1,c1,train_000114.jpg,0
3,c3,train_000115.jpg,1
1,c1,train_000116.jpg,2
3,c3,train_000117.jpg,0
7,c7,train_000118.jpg,1
6,c6,train_000119.jpg,2
3,c3,train_000120.jpg,0
4,c4,train_000121.jpg,1
3,c3,train_000122.jpg,2
1,c1,train_000123.jpg,0
3,c3,train_000124.jpg,1
7,c7,train_000125.jpg,2
2,c2,train_000126.jpg,0
6,c6,train_000127.jpg,1
3,c3,train_000128.jpg,2
3,c3,train_000129.jpg,0
1,c1,train_000130.jpg,1
6,c6,train_000131.jpg,2
7,c7,train_000132.jpg,0
7,c7,train_000133.jpg,1
1,c1,train_000134.jpg,2
5,c5,train_000135.jpg,0
3,c3,train_000136.jpg,1
2,c2,train_000137.jpg,2
7,c7,train_000138.jpg,0
1,c1,train_000139.jpg,1
7,c7,train_000140.jpg,2
1,c1,train_000141.jpg,0
6,c6,train_000142.jpg,1
3,c3,train_000143.jpg,2
6,c6,train_000144.jpg,0
7,c7,train_000145.jpg,1
6,c6,train_000146.jpg,2
2,c2,train_000147.jpg,0
1,c1,train_000148.jpg,1
2,c2,train_000149.jpg,2
5,c5,train_000150.jpg,0
7,c7,train_000151.jpg,1
6,c6,train_000152.jpg,2
6,c6,train_000153.jpg,0
3,c3,train_000154.jpg,1
3,c3,train_000155.jpg,2
2,c2,train_000156.jpg,0
2,c2,train_000157.jpg,1
3,c3,train_000158.jpg,2
0,c0,train_000159.jpg,0
1,c1,train_000160.jpg,1
7,c7,train_000161.jpg,2
7,c7,train_000162.jpg,0
3,c3,train_000163.jpg,1
6,c6,train_000164.jpg,2
0,c0,train_000165.jpg,0
7,c7,train_000166.jpg,1
6,c6,train_000167.jpg,2
4,c4,train_000168.jpg,0
6,c6,train_000169.jpg,1
2,c2,train_000170.jpg,2
6,c6,train_000171.jpg,0
3,c3,train_000172.jpg,1
1,c1,train_000173.jpg,2
1,c1,train_000174.jpg,0
2,c2,train_000175.jpg,1
0,c0,train_000176.jpg,2
7,c7,train_000177.jpg,0
4,c4,train_000178.jpg,1
6,c6,train_000179.jpg,2
6,c6,train_000180.jpg,0
1,c1,train_000181.jpg,1
2,c2,train_000182.jpg,2
6,c6,train_000183.jpg,0
2,c2,train_000184.jpg,1
3,c3,train_000185.jpg,2
3,c3,train_000186.jpg,0
7,c7,train_000187.jpg,1
2,c2,train_000188.jpg,2
2,c2,train_000189.jpg,0
3,c3,train_000190.jpg,1
6,c6,train_000191.jpg,2
6,c6,train_000192.jpg,0
1,c1,train_000193.jpg,1
3,c3,train_000194.jpg,2
7,c7,train_000195.jpg,0
0,c0,train_000196.jpg,1
1,c1,train_000197.jpg,2
3,c3,train_000198.jpg,0
3,c3,train_000199.jpg,1
2,c2,train_000200.jpg,2
4,c4,train_000201.jpg,0
5,c5,train_000202.jpg,1
4,c4,train_000203.jpg,2
5,c5,train_000204.jpg,0
3,c3,train_000205.jpg,1
3,c3,train_000206.jpg,2
1,c1,train_000207.jpg,0
3,c3,train_000208.jpg,1
2,c2,train_000209.jpg,2
5,c5,train_000210.jpg,0
6,c6,train_000211.jpg,1
3,c3,train_000212.jpg,2
5,c5,train_000213.jpg,0
1,c1,train_000214.jpg,1
1,c1,train_000215.jpg,2
6,c6,train_000216.jpg,0
1,c1,train_000217.jpg,1
3,c3,train_000218.jpg,2
3,c3,train_000219.jpg,0
3,c3,train_000220.jpg,1
2,c2,train_000221.jpg,2
3,c3,train_000222.jpg,0
6,c6,train_000223.jpg,1
6,c6,train_000224.jpg,2
3,c3,train_000225.jpg,0
3,c3,train_000226.jpg,1
1,c1,train_000227.jpg,2
7,c7,train_000228.jpg,0
5,c5,train_000229.jpg,1
6,c6,train_000230.jpg,2
6,c6,train_000231.jpg,0
1,c1,train_000232.jpg,1
3,c3,train_000233.jpg,2
3,c3,train_000234.jpg,0
7,c7,train_000235.jpg,1
1,c1,train_000236.jpg,2
7,c7,train_000237.jpg,0
3,c3,train_000238.jpg,1
5,c5,train_000239.jpg,2
6,c6,train_000240.jpg,0
1,c1,train_000241.jpg,1
1,c1,train_000242.jpg,2
1,c1,train_000243.jpg,0
7,c7,train_000244.jpg,1
5,c5,train_000245.jpg,2
1,c1,train_000246.jpg,0
7,c7,train_000247.jpg,1
6,c6,train_000248.jpg,2
0,c0,train_000249.jpg,0
3,c3,train_000250.jpg,1
3,c3,train_000251.jpg,2
6,c6,train_000252.jpg,0
6,c6,train_000253.jpg,1
5,c5,train_000254.jpg,2
0,c0,train_000255.jpg,0
6,c6,train_000256.jpg,1
7,c7,train_000257.jpg,2
3,c3,train_000258.jpg,0
3,c3,train_000259.jpg,1
1,c1,train_000260.jpg,2
6,c6,train_000261.jpg,0
2,c2,train_000262.jpg,1
5,c5,train_000263.jpg,2
6,c6,train_000264.jpg,0
3,c3,train_000265.jpg,1
4,c4,train_000266.jpg,2
2,c2,train_000267.jpg,0
3,c3,train_000268.jpg,1
3,c3,train_000269.jpg,2
2,c2,train_000270.jpg,0
7,c7,train_000271.jpg,1
3,c3,train_000272.jpg,2
5,c5,train_000273.jpg,0
3,c3,train_000274.jpg,1
6,c6,train_000275.jpg,2
0,c0,train_000276.jpg,0
2,c2,train_000277.jpg,1
2,c2,train_000278.jpg,2
0,c0,train_000279.jpg,0
5,c5,train_000280.jpg,1
5,c5,train_000281.jpg,2
7,c7,train_000282.jpg,0
2,c2,train_000283.jpg,1
6,c6,train_000284.jpg,2
2,c2,train_000285.jpg,0
5,c5,train_000286.jpg,1
2,c2,train_000287.jpg,2
1,c1,train_000288.jpg,0
4,c4,train_000289.jpg,1
7,c7,train_000290.jpg,2
3,c3,train_000291.jpg,0
5,c5,train_000292.jpg,1
1,c1,train_000293.jpg,2
6,c6,train_000294.jpg,0
0,c0,train_000295.jpg,1
3,c3,train_000296.jpg,2
4,c4,train_000297.jpg,0
5,c5,train_000298.jpg,1
1,c1,train_000299.jpg,2
7,c7,train_000300.jpg,0
6,c6,train_000301.jpg,1
0,c0,train_000302.jpg,2
5,c5,train_000303.jpg,0
0,c0,train_000304.jpg,1
7,c7,train_000305.jpg,2
6,c6,train_000306.jpg,0
1,c1,train_000307.jpg,1
2,c2,train_000308.jpg,2
5,c5,train_000309.jpg,0
7,c7,train_000310.jpg,1
2,c2,train_000311.jpg,2
1,c1,train_000312.jpg,0
2,c2,train_000313.jpg,1
6,c6,train_000314.jpg,2
6,c6,train_000315.jpg,0
